"portnum","prot","ipproto","name","description"
1337,17,"udp","menandmice-dns","menandmice DNS"
1338,6,"tcp","wmc-log-svc","WMC-log-svr"
1338,17,"udp","wmc-log-svc","WMC-log-svr"
1339,6,"tcp","kjtsiteserver","kjtsiteserver"
1339,17,"udp","kjtsiteserver","kjtsiteserver"
1340,6,"tcp","naap","NAAP"
1340,17,"udp","naap","NAAP"
1341,6,"tcp","qubes","QuBES"
1341,17,"udp","qubes","QuBES"
1342,6,"tcp","esbroker","ESBroker"
1342,17,"udp","esbroker","ESBroker"
1343,6,"tcp","re101","re101"
1343,17,"udp","re101","re101"
1344,6,"tcp","icap","ICAP"
1344,17,"udp","icap","ICAP"
1345,6,"tcp","vpjp","VPJP"
1345,17,"udp","vpjp","VPJP"
1346,6,"tcp","alta-ana-lm","Alta Analytics License Manager"
1346,17,"udp","alta-ana-lm","Alta Analytics License Manager"
1347,6,"tcp","bbn-mmc","multi media conferencing"
1347,17,"udp","bbn-mmc","multi media conferencing"
1348,6,"tcp","bbn-mmx","multi media conferencing"
1348,17,"udp","bbn-mmx","multi media conferencing"
1349,6,"tcp","sbook","Registration Network Protocol"
1349,17,"udp","sbook","Registration Network Protocol"
1350,6,"tcp","editbench","Registration Network Protocol"
1350,17,"udp","editbench","Registration Network Protocol"
1351,6,"tcp","equationbuilder","Digital Tool Works (MIT)"
1351,17,"udp","equationbuilder","Digital Tool Works (MIT)"
1352,6,"tcp","lotusnote","Lotus Note"
1352,17,"udp","lotusnote","Lotus Note"
1353,6,"tcp","relief","Relief Consulting"
1353,17,"udp","relief","Relief Consulting"
1354,6,"tcp","XSIP-network","Five Across XSIP Network"
1354,17,"udp","XSIP-network","Five Across XSIP Network"
1355,6,"tcp","intuitive-edge","Intuitive Edge"
1355,17,"udp","intuitive-edge","Intuitive Edge"
1356,6,"tcp","cuillamartin","CuillaMartin Company"
1356,17,"udp","cuillamartin","CuillaMartin Company"
1357,6,"tcp","pegboard","Electronic PegBoard"
1357,17,"udp","pegboard","Electronic PegBoard"
1358,6,"tcp","connlcli","CONNLCLI"
1358,17,"udp","connlcli","CONNLCLI"
1359,6,"tcp","ftsrv","FTSRV"
1359,17,"udp","ftsrv","FTSRV"
1360,6,"tcp","mimer","MIMER"
1360,17,"udp","mimer","MIMER"
1361,6,"tcp","linx","LinX"
1361,17,"udp","linx","LinX"
1362,6,"tcp","timeflies","TimeFlies"
1362,17,"udp","timeflies","TimeFlies"
1363,6,"tcp","ndm-requester","Network DataMover Requester"
1363,17,"udp","ndm-requester","Network DataMover Requester"
1364,6,"tcp","ndm-server","Network DataMover Server"
1364,17,"udp","ndm-server","Network DataMover Server"
1365,6,"tcp","adapt-sna","Network Software Associates"
1365,17,"udp","adapt-sna","Network Software Associates"
1366,6,"tcp","netware-csp","Novell NetWare Comm Service Platform"
1366,17,"udp","netware-csp","Novell NetWare Comm Service Platform"
1367,6,"tcp","dcs","DCS"
1367,17,"udp","dcs","DCS"
1368,6,"tcp","screencast","ScreenCast"
1368,17,"udp","screencast","ScreenCast"
1369,6,"tcp","gv-us","GlobalView to Unix Shell"
1369,17,"udp","gv-us","GlobalView to Unix Shell"
1370,6,"tcp","us-gv","Unix Shell to GlobalView"
1370,17,"udp","us-gv","Unix Shell to GlobalView"
1371,6,"tcp","fc-cli","Fujitsu Config Protocol"
1371,17,"udp","fc-cli","Fujitsu Config Protocol"
1372,6,"tcp","fc-ser","Fujitsu Config Protocol"
1372,17,"udp","fc-ser","Fujitsu Config Protocol"
1373,6,"tcp","chromagrafx","Chromagrafx"
1373,17,"udp","chromagrafx","Chromagrafx"
1374,6,"tcp","molly","EPI Software Systems"
1374,17,"udp","molly","EPI Software Systems"
1375,6,"tcp","bytex","Bytex"
1375,17,"udp","bytex","Bytex"
1376,6,"tcp","ibm-pps","IBM Person to Person Software"
1376,17,"udp","ibm-pps","IBM Person to Person Software"
1377,6,"tcp","cichlid","Cichlid License Manager"
1377,17,"udp","cichlid","Cichlid License Manager"
1378,6,"tcp","elan","Elan License Manager"
1378,17,"udp","elan","Elan License Manager"
1379,6,"tcp","dbreporter","Integrity Solutions"
1379,17,"udp","dbreporter","Integrity Solutions"
1380,6,"tcp","telesis-licman","Telesis Network License Manager"
1380,17,"udp","telesis-licman","Telesis Network License Manager"
1381,6,"tcp","apple-licman","Apple Network License Manager"
1381,17,"udp","apple-licman","Apple Network License Manager"
1382,6,"tcp","udt-os","udt_os
IANA assigned this well-formed service name as a replacement for ""udt_os""."
1382,6,"tcp","udt_os","udt_os"
1382,17,"udp","udt-os","udt_os
IANA assigned this well-formed service name as a replacement for ""udt_os""."
1382,17,"udp","udt_os","udt_os"
1383,6,"tcp","gwha","GW Hannaway Network License Manager"
1383,17,"udp","gwha","GW Hannaway Network License Manager"
1384,6,"tcp","os-licman","Objective Solutions License Manager"
1384,17,"udp","os-licman","Objective Solutions License Manager"
1385,6,"tcp","atex-elmd","Atex Publishing License Manager
IANA assigned this well-formed service name as a replacement for ""atex_elmd""."
1385,6,"tcp","atex_elmd","Atex Publishing License Manager"
1385,17,"udp","atex-elmd","Atex Publishing License Manager
IANA assigned this well-formed service name as a replacement for ""atex_elmd""."
1385,17,"udp","atex_elmd","Atex Publishing License Manager"
1386,6,"tcp","checksum","CheckSum License Manager"
1386,17,"udp","checksum","CheckSum License Manager"
1387,6,"tcp","cadsi-lm","Computer Aided Design Software Inc LM"
1387,17,"udp","cadsi-lm","Computer Aided Design Software Inc LM"
1388,6,"tcp","objective-dbc","Objective Solutions DataBase Cache"
1388,17,"udp","objective-dbc","Objective Solutions DataBase Cache"
1389,6,"tcp","iclpv-dm","Document Manager"
1389,17,"udp","iclpv-dm","Document Manager"
1390,6,"tcp","iclpv-sc","Storage Controller"
1390,17,"udp","iclpv-sc","Storage Controller"
1391,6,"tcp","iclpv-sas","Storage Access Server"
1391,17,"udp","iclpv-sas","Storage Access Server"
1392,6,"tcp","iclpv-pm","Print Manager"
1392,17,"udp","iclpv-pm","Print Manager"
1393,6,"tcp","iclpv-nls","Network Log Server"
1393,17,"udp","iclpv-nls","Network Log Server"
1394,6,"tcp","iclpv-nlc","Network Log Client"
1394,17,"udp","iclpv-nlc","Network Log Client"
1395,6,"tcp","iclpv-wsm","PC Workstation Manager software"
1395,17,"udp","iclpv-wsm","PC Workstation Manager software"
1396,6,"tcp","dvl-activemail","DVL Active Mail"
1396,17,"udp","dvl-activemail","DVL Active Mail"
1397,6,"tcp","audio-activmail","Audio Active Mail"
1397,17,"udp","audio-activmail","Audio Active Mail"
1398,6,"tcp","video-activmail","Video Active Mail"
1398,17,"udp","video-activmail","Video Active Mail"
1399,6,"tcp","cadkey-licman","Cadkey License Manager"
1399,17,"udp","cadkey-licman","Cadkey License Manager"
1400,6,"tcp","cadkey-tablet","Cadkey Tablet Daemon"
1400,17,"udp","cadkey-tablet","Cadkey Tablet Daemon"
1401,6,"tcp","goldleaf-licman","Goldleaf License Manager"
1401,17,"udp","goldleaf-licman","Goldleaf License Manager"
1402,6,"tcp","prm-sm-np","Prospero Resource Manager"
1402,17,"udp","prm-sm-np","Prospero Resource Manager"
1403,6,"tcp","prm-nm-np","Prospero Resource Manager"
1403,17,"udp","prm-nm-np","Prospero Resource Manager"
1404,6,"tcp","igi-lm","Infinite Graphics License Manager"
1404,17,"udp","igi-lm","Infinite Graphics License Manager"
1405,6,"tcp","ibm-res","IBM Remote Execution Starter"
1405,17,"udp","ibm-res","IBM Remote Execution Starter"
1406,6,"tcp","netlabs-lm","NetLabs License Manager"
1406,17,"udp","netlabs-lm","NetLabs License Manager"
1407,6,"tcp","tibet-server","TIBET Data Server"
1408,6,"tcp","sophia-lm","Sophia License Manager"
1408,17,"udp","sophia-lm","Sophia License Manager"
1409,6,"tcp","here-lm","Here License Manager"
1409,17,"udp","here-lm","Here License Manager"
1410,6,"tcp","hiq","HiQ License Manager"
1410,17,"udp","hiq","HiQ License Manager"
1411,6,"tcp","af","AudioFile"
1411,17,"udp","af","AudioFile"
1412,6,"tcp","innosys","InnoSys"
1412,17,"udp","innosys","InnoSys"
1413,6,"tcp","innosys-acl","Innosys-ACL"
1413,17,"udp","innosys-acl","Innosys-ACL"
1414,6,"tcp","ibm-mqseries","IBM MQSeries"
1414,17,"udp","ibm-mqseries","IBM MQSeries"
1415,6,"tcp","dbstar","DBStar"
1415,17,"udp","dbstar","DBStar"
1416,6,"tcp","novell-lu6-2","Novell LU6.2
IANA assigned this well-formed service name as a replacement for ""novell-lu6.2""."
1416,6,"tcp","novell-lu6.2","Novell LU6.2"
1416,17,"udp","novell-lu6-2","Novell LU6.2
IANA assigned this well-formed service name as a replacement for ""novell-lu6.2""."
1416,17,"udp","novell-lu6.2","Novell LU6.2"
1417,6,"tcp","timbuktu-srv1","Timbuktu Service 1 Port"
1417,17,"udp","timbuktu-srv1","Timbuktu Service 1 Port"
1418,6,"tcp","timbuktu-srv2","Timbuktu Service 2 Port"
1418,17,"udp","timbuktu-srv2","Timbuktu Service 2 Port"
1419,6,"tcp","timbuktu-srv3","Timbuktu Service 3 Port"
1419,17,"udp","timbuktu-srv3","Timbuktu Service 3 Port"
1420,6,"tcp","timbuktu-srv4","Timbuktu Service 4 Port"
1420,17,"udp","timbuktu-srv4","Timbuktu Service 4 Port"
1421,6,"tcp","gandalf-lm","Gandalf License Manager"
1421,17,"udp","gandalf-lm","Gandalf License Manager"
1422,6,"tcp","autodesk-lm","Autodesk License Manager"
1422,17,"udp","autodesk-lm","Autodesk License Manager"
1423,6,"tcp","essbase","Essbase Arbor Software"
1423,17,"udp","essbase","Essbase Arbor Software"
1424,6,"tcp","hybrid","Hybrid Encryption Protocol"
1424,17,"udp","hybrid","Hybrid Encryption Protocol"
1425,6,"tcp","zion-lm","Zion Software License Manager"
1425,17,"udp","zion-lm","Zion Software License Manager"
1426,6,"tcp","sais","Satellite-data Acquisition System 1"
1426,17,"udp","sais","Satellite-data Acquisition System 1"
1427,6,"tcp","mloadd","mloadd monitoring tool"
1427,17,"udp","mloadd","mloadd monitoring tool"
1428,6,"tcp","informatik-lm","Informatik License Manager"
1428,17,"udp","informatik-lm","Informatik License Manager"
1429,6,"tcp","nms","Hypercom NMS"
1429,17,"udp","nms","Hypercom NMS"
1430,6,"tcp","tpdu","Hypercom TPDU"
1430,17,"udp","tpdu","Hypercom TPDU"
1431,6,"tcp","rgtp","Reverse Gossip Transport"
1431,17,"udp","rgtp","Reverse Gossip Transport"
1432,6,"tcp","blueberry-lm","Blueberry Software License Manager"
1432,17,"udp","blueberry-lm","Blueberry Software License Manager"
1433,6,"tcp","ms-sql-s","Microsoft-SQL-Server"
1433,17,"udp","ms-sql-s","Microsoft-SQL-Server"
1434,6,"tcp","ms-sql-m","Microsoft-SQL-Monitor"
1434,17,"udp","ms-sql-m","Microsoft-SQL-Monitor"
1435,6,"tcp","ibm-cics","IBM CICS"
1435,17,"udp","ibm-cics","IBM CICS"
1436,6,"tcp","saism","Satellite-data Acquisition System 2"
1436,17,"udp","saism","Satellite-data Acquisition System 2"
1437,6,"tcp","tabula","Tabula"
1437,17,"udp","tabula","Tabula"
1438,6,"tcp","eicon-server","Eicon Security Agent/Server"
1438,17,"udp","eicon-server","Eicon Security Agent/Server"
1439,6,"tcp","eicon-x25","Eicon X25/SNA Gateway"
1439,17,"udp","eicon-x25","Eicon X25/SNA Gateway"
1440,6,"tcp","eicon-slp","Eicon Service Location Protocol"
1440,17,"udp","eicon-slp","Eicon Service Location Protocol"
1441,6,"tcp","cadis-1","Cadis License Management"
1441,17,"udp","cadis-1","Cadis License Management"
1442,6,"tcp","cadis-2","Cadis License Management"
1442,17,"udp","cadis-2","Cadis License Management"
1443,6,"tcp","ies-lm","Integrated Engineering Software"
1443,17,"udp","ies-lm","Integrated Engineering Software"
1444,6,"tcp","marcam-lm","Marcam  License Management"
1444,17,"udp","marcam-lm","Marcam  License Management"
1445,6,"tcp","proxima-lm","Proxima License Manager"
1445,17,"udp","proxima-lm","Proxima License Manager"
1446,6,"tcp","ora-lm","Optical Research Associates License Manager"
1446,17,"udp","ora-lm","Optical Research Associates License Manager"
1447,6,"tcp","apri-lm","Applied Parallel Research LM"
1447,17,"udp","apri-lm","Applied Parallel Research LM"
1448,6,"tcp","oc-lm","OpenConnect License Manager"
1448,17,"udp","oc-lm","OpenConnect License Manager"
1449,6,"tcp","peport","PEport"
1449,17,"udp","peport","PEport"
1450,6,"tcp","dwf","Tandem Distributed Workbench Facility"
1450,17,"udp","dwf","Tandem Distributed Workbench Facility"
1451,6,"tcp","infoman","IBM Information Management"
1451,17,"udp","infoman","IBM Information Management"
1452,6,"tcp","gtegsc-lm","GTE Government Systems License Man"
1452,17,"udp","gtegsc-lm","GTE Government Systems License Man"
1453,6,"tcp","genie-lm","Genie License Manager"
1453,17,"udp","genie-lm","Genie License Manager"
1454,6,"tcp","interhdl-elmd","interHDL License Manager
IANA assigned this well-formed service name as a replacement for ""interhdl_elmd""."
1454,6,"tcp","interhdl_elmd","interHDL License Manager"
1454,17,"udp","interhdl-elmd","interHDL License Manager
IANA assigned this well-formed service name as a replacement for ""interhdl_elmd""."
1454,17,"udp","interhdl_elmd","interHDL License Manager"
1455,6,"tcp","esl-lm","ESL License Manager"
1455,17,"udp","esl-lm","ESL License Manager"
1456,6,"tcp","dca","DCA"
1456,17,"udp","dca","DCA"
1457,6,"tcp","valisys-lm","Valisys License Manager"
1457,17,"udp","valisys-lm","Valisys License Manager"
1458,6,"tcp","nrcabq-lm","Nichols Research Corp."
1458,17,"udp","nrcabq-lm","Nichols Research Corp."
1459,6,"tcp","proshare1","Proshare Notebook Application"
1459,17,"udp","proshare1","Proshare Notebook Application"
1460,6,"tcp","proshare2","Proshare Notebook Application"
1460,17,"udp","proshare2","Proshare Notebook Application"
1461,6,"tcp","ibm-wrless-lan","IBM Wireless LAN
IANA assigned this well-formed service name as a replacement for ""ibm_wrless_lan""."
1461,6,"tcp","ibm_wrless_lan","IBM Wireless LAN"
1461,17,"udp","ibm-wrless-lan","IBM Wireless LAN
IANA assigned this well-formed service name as a replacement for ""ibm_wrless_lan""."
1461,17,"udp","ibm_wrless_lan","IBM Wireless LAN"
1462,6,"tcp","world-lm","World License Manager"
1462,17,"udp","world-lm","World License Manager"
1463,6,"tcp","nucleus","Nucleus"
1463,17,"udp","nucleus","Nucleus"
1464,6,"tcp","msl-lmd","MSL License Manager
IANA assigned this well-formed service name as a replacement for ""msl_lmd""."
1464,6,"tcp","msl_lmd","MSL License Manager"
1464,17,"udp","msl-lmd","MSL License Manager
IANA assigned this well-formed service name as a replacement for ""msl_lmd""."
1464,17,"udp","msl_lmd","MSL License Manager"
1465,6,"tcp","pipes","Pipes Platform"
1465,17,"udp","pipes","Pipes Platform"
1466,6,"tcp","oceansoft-lm","Ocean Software License Manager"
1466,17,"udp","oceansoft-lm","Ocean Software License Manager"
1467,6,"tcp","csdmbase","CSDMBASE"
1467,17,"udp","csdmbase","CSDMBASE"
1468,6,"tcp","csdm","CSDM"
1468,17,"udp","csdm","CSDM"
1469,6,"tcp","aal-lm","Active Analysis Limited License Manager"
1469,17,"udp","aal-lm","Active Analysis Limited License Manager"
1470,6,"tcp","uaiact","Universal Analytics"
1470,17,"udp","uaiact","Universal Analytics"
1471,6,"tcp","csdmbase","csdmbase"
1471,17,"udp","csdmbase","csdmbase"
1472,6,"tcp","csdm","csdm"
1472,17,"udp","csdm","csdm"
1473,6,"tcp","openmath","OpenMath"
1473,17,"udp","openmath","OpenMath"
1474,6,"tcp","telefinder","Telefinder"
1474,17,"udp","telefinder","Telefinder"
1475,6,"tcp","taligent-lm","Taligent License Manager"
1475,17,"udp","taligent-lm","Taligent License Manager"
1476,6,"tcp","clvm-cfg","clvm-cfg"
1476,17,"udp","clvm-cfg","clvm-cfg"
1477,6,"tcp","ms-sna-server","ms-sna-server"
1477,17,"udp","ms-sna-server","ms-sna-server"
1478,6,"tcp","ms-sna-base","ms-sna-base"
1478,17,"udp","ms-sna-base","ms-sna-base"
1479,6,"tcp","dberegister","dberegister"
1479,17,"udp","dberegister","dberegister"
1480,6,"tcp","pacerforum","PacerForum"
1480,17,"udp","pacerforum","PacerForum"
1481,6,"tcp","airs","AIRS"
1481,17,"udp","airs","AIRS"
1482,6,"tcp","miteksys-lm","Miteksys License Manager"
1482,17,"udp","miteksys-lm","Miteksys License Manager"
1483,6,"tcp","afs","AFS License Manager"
1483,17,"udp","afs","AFS License Manager"
1484,6,"tcp","confluent","Confluent License Manager"
1484,17,"udp","confluent","Confluent License Manager"
1485,6,"tcp","lansource","LANSource"
1485,17,"udp","lansource","LANSource"
1486,6,"tcp","nms-topo-serv","nms_topo_serv
IANA assigned this well-formed service name as a replacement for ""nms_topo_serv""."
1486,6,"tcp","nms_topo_serv","nms_topo_serv"
1486,17,"udp","nms-topo-serv","nms_topo_serv
IANA assigned this well-formed service name as a replacement for ""nms_topo_serv""."
1486,17,"udp","nms_topo_serv","nms_topo_serv"
1487,6,"tcp","localinfosrvr","LocalInfoSrvr"
1487,17,"udp","localinfosrvr","LocalInfoSrvr"
1488,6,"tcp","docstor","DocStor"
1488,17,"udp","docstor","DocStor"
1489,6,"tcp","dmdocbroker","dmdocbroker"
1489,17,"udp","dmdocbroker","dmdocbroker"
1490,6,"tcp","insitu-conf","insitu-conf"
1490,17,"udp","insitu-conf","insitu-conf"
1492,6,"tcp","stone-design-1","stone-design-1"
1492,17,"udp","stone-design-1","stone-design-1"
1493,6,"tcp","netmap-lm","netmap_lm
IANA assigned this well-formed service name as a replacement for ""netmap_lm""."
1493,6,"tcp","netmap_lm","netmap_lm"
1493,17,"udp","netmap-lm","netmap_lm
IANA assigned this well-formed service name as a replacement for ""netmap_lm""."
1493,17,"udp","netmap_lm","netmap_lm"
1494,6,"tcp","ica","ica"
1494,17,"udp","ica","ica"
1495,6,"tcp","cvc","cvc"
1495,17,"udp","cvc","cvc"
1496,6,"tcp","liberty-lm","liberty-lm"
1496,17,"udp","liberty-lm","liberty-lm"
1497,6,"tcp","rfx-lm","rfx-lm"
1497,17,"udp","rfx-lm","rfx-lm"
1498,6,"tcp","sybase-sqlany","Sybase SQL Any"
1498,17,"udp","sybase-sqlany","Sybase SQL Any"
1499,6,"tcp","fhc","Federico Heinz Consultora"
1499,17,"udp","fhc","Federico Heinz Consultora"
1500,6,"tcp","vlsi-lm","VLSI License Manager"
1500,17,"udp","vlsi-lm","VLSI License Manager"
1501,6,"tcp","saiscm","Satellite-data Acquisition System 3"
1501,17,"udp","saiscm","Satellite-data Acquisition System 3"
1502,6,"tcp","shivadiscovery","Shiva"
1502,17,"udp","shivadiscovery","Shiva"
1503,6,"tcp","imtc-mcs","Databeam"
1503,17,"udp","imtc-mcs","Databeam"
1504,6,"tcp","evb-elm","EVB Software Engineering License Manager"
1504,17,"udp","evb-elm","EVB Software Engineering License Manager"
1505,6,"tcp","funkproxy","Funk Software, Inc."
1505,17,"udp","funkproxy","Funk Software, Inc."
1506,6,"tcp","utcd","Universal Time daemon (utcd)"
1506,17,"udp","utcd","Universal Time daemon (utcd)"
1507,6,"tcp","symplex","symplex"
1507,17,"udp","symplex","symplex"
1508,6,"tcp","diagmond","diagmond"
1508,17,"udp","diagmond","diagmond"
1509,6,"tcp","robcad-lm","Robcad, Ltd. License Manager"
1509,17,"udp","robcad-lm","Robcad, Ltd. License Manager"
1510,6,"tcp","mvx-lm","Midland Valley Exploration Ltd. Lic. Man."
1510,17,"udp","mvx-lm","Midland Valley Exploration Ltd. Lic. Man."
1511,6,"tcp","3l-l1","3l-l1"
1511,17,"udp","3l-l1","3l-l1"
1512,6,"tcp","wins","Microsoft's Windows Internet Name Service"
1512,17,"udp","wins","Microsoft's Windows Internet Name Service"
1513,6,"tcp","fujitsu-dtc","Fujitsu Systems Business of America, Inc"
1513,17,"udp","fujitsu-dtc","Fujitsu Systems Business of America, Inc"
1514,6,"tcp","fujitsu-dtcns","Fujitsu Systems Business of America, Inc"
1514,17,"udp","fujitsu-dtcns","Fujitsu Systems Business of America, Inc"
1515,6,"tcp","ifor-protocol","ifor-protocol"
1515,17,"udp","ifor-protocol","ifor-protocol"
1516,6,"tcp","vpad","Virtual Places Audio data"
1516,17,"udp","vpad","Virtual Places Audio data"
1517,6,"tcp","vpac","Virtual Places Audio control"
1517,17,"udp","vpac","Virtual Places Audio control"
1518,6,"tcp","vpvd","Virtual Places Video data"
1518,17,"udp","vpvd","Virtual Places Video data"
1519,6,"tcp","vpvc","Virtual Places Video control"
1519,17,"udp","vpvc","Virtual Places Video control"
1520,6,"tcp","atm-zip-office","atm zip office"
1520,17,"udp","atm-zip-office","atm zip office"
1521,6,"tcp","ncube-lm","nCube License Manager"
1521,17,"udp","ncube-lm","nCube License Manager"
1522,6,"tcp","ricardo-lm","Ricardo North America License Manager"
1522,17,"udp","ricardo-lm","Ricardo North America License Manager"
1523,6,"tcp","cichild-lm","cichild"
1523,17,"udp","cichild-lm","cichild"
1524,6,"tcp","ingreslock","ingres"
1524,17,"udp","ingreslock","ingres"
1525,6,"tcp","orasrv","oracle"
1525,17,"udp","orasrv","oracle"
1525,6,"tcp","prospero-np","Prospero Directory Service non-priv"
1525,17,"udp","prospero-np","Prospero Directory Service non-priv"
1526,6,"tcp","pdap-np","Prospero Data Access Prot non-priv"
1526,17,"udp","pdap-np","Prospero Data Access Prot non-priv"
1527,6,"tcp","tlisrv","oracle"
1527,17,"udp","tlisrv","oracle"
1529,6,"tcp","coauthor","oracle"
1529,17,"udp","coauthor","oracle"
1530,6,"tcp","rap-service","rap-service"
1530,17,"udp","rap-service","rap-service"
1531,6,"tcp","rap-listen","rap-listen"
1531,17,"udp","rap-listen","rap-listen"
1532,6,"tcp","miroconnect","miroconnect"
1532,17,"udp","miroconnect","miroconnect"
1533,6,"tcp","virtual-places","Virtual Places Software"
1533,17,"udp","virtual-places","Virtual Places Software"
1534,6,"tcp","micromuse-lm","micromuse-lm"
1534,17,"udp","micromuse-lm","micromuse-lm"
1535,6,"tcp","ampr-info","ampr-info"
1535,17,"udp","ampr-info","ampr-info"
1536,6,"tcp","ampr-inter","ampr-inter"
1536,17,"udp","ampr-inter","ampr-inter"
1537,6,"tcp","sdsc-lm","isi-lm"
1537,17,"udp","sdsc-lm","isi-lm"
1538,6,"tcp","3ds-lm","3ds-lm"
1538,17,"udp","3ds-lm","3ds-lm"
1539,6,"tcp","intellistor-lm","Intellistor License Manager"
1539,17,"udp","intellistor-lm","Intellistor License Manager"
1540,6,"tcp","rds","rds"
1540,17,"udp","rds","rds"
1541,6,"tcp","rds2","rds2"
1541,17,"udp","rds2","rds2"
1542,6,"tcp","gridgen-elmd","gridgen-elmd"
1542,17,"udp","gridgen-elmd","gridgen-elmd"
1543,6,"tcp","simba-cs","simba-cs"
1543,17,"udp","simba-cs","simba-cs"
1544,6,"tcp","aspeclmd","aspeclmd"
1544,17,"udp","aspeclmd","aspeclmd"
1545,6,"tcp","vistium-share","vistium-share"
1545,17,"udp","vistium-share","vistium-share"
1546,6,"tcp","abbaccuray","abbaccuray"
1546,17,"udp","abbaccuray","abbaccuray"
1547,6,"tcp","laplink","laplink"
1547,17,"udp","laplink","laplink"
1548,6,"tcp","axon-lm","Axon License Manager"
1548,17,"udp","axon-lm","Axon License Manager"
1549,6,"tcp","shivahose","Shiva Hose"
1549,17,"udp","shivasound","Shiva Sound"
1550,6,"tcp","3m-image-lm","Image Storage license manager 3M Company"
1550,17,"udp","3m-image-lm","Image Storage license manager 3M Company"
1551,6,"tcp","hecmtl-db","HECMTL-DB"
1551,17,"udp","hecmtl-db","HECMTL-DB"
1552,6,"tcp","pciarray","pciarray"
1552,17,"udp","pciarray","pciarray"
1553,6,"tcp","sna-cs","sna-cs"
1553,17,"udp","sna-cs","sna-cs"
1554,6,"tcp","caci-lm","CACI Products Company License Manager"
1554,17,"udp","caci-lm","CACI Products Company License Manager"
1555,6,"tcp","livelan","livelan"
1555,17,"udp","livelan","livelan"
1556,6,"tcp","veritas-pbx","VERITAS Private Branch Exchange
IANA assigned this well-formed service name as a replacement for ""veritas_pbx""."
1556,6,"tcp","veritas_pbx","VERITAS Private Branch Exchange"
1556,17,"udp","veritas-pbx","VERITAS Private Branch Exchange
IANA assigned this well-formed service name as a replacement for ""veritas_pbx""."
1556,17,"udp","veritas_pbx","VERITAS Private Branch Exchange"
1557,6,"tcp","arbortext-lm","ArborText License Manager"
1557,17,"udp","arbortext-lm","ArborText License Manager"
1558,6,"tcp","xingmpeg","xingmpeg"
1558,17,"udp","xingmpeg","xingmpeg"
1559,6,"tcp","web2host","web2host"
1559,17,"udp","web2host","web2host"
1560,6,"tcp","asci-val","ASCI-RemoteSHADOW"
1560,17,"udp","asci-val","ASCI-RemoteSHADOW"
1561,6,"tcp","facilityview","facilityview"
1561,17,"udp","facilityview","facilityview"
1562,6,"tcp","pconnectmgr","pconnectmgr"
1562,17,"udp","pconnectmgr","pconnectmgr"
1563,6,"tcp","cadabra-lm","Cadabra License Manager"
1563,17,"udp","cadabra-lm","Cadabra License Manager"
1564,6,"tcp","pay-per-view","Pay-Per-View"
1564,17,"udp","pay-per-view","Pay-Per-View"
1565,6,"tcp","winddlb","WinDD"
1565,17,"udp","winddlb","WinDD"
1566,6,"tcp","corelvideo","CORELVIDEO"
1566,17,"udp","corelvideo","CORELVIDEO"
1567,6,"tcp","jlicelmd","jlicelmd"
1567,17,"udp","jlicelmd","jlicelmd"
1568,6,"tcp","tsspmap","tsspmap"
1568,17,"udp","tsspmap","tsspmap"
1569,6,"tcp","ets","ets"
1569,17,"udp","ets","ets"
1570,6,"tcp","orbixd","orbixd"
1570,17,"udp","orbixd","orbixd"
1571,6,"tcp","rdb-dbs-disp","Oracle Remote Data Base"
1571,17,"udp","rdb-dbs-disp","Oracle Remote Data Base"
1572,6,"tcp","chip-lm","Chipcom License Manager"
1572,17,"udp","chip-lm","Chipcom License Manager"
1573,6,"tcp","itscomm-ns","itscomm-ns"
1573,17,"udp","itscomm-ns","itscomm-ns"
1574,6,"tcp","mvel-lm","mvel-lm"
1574,17,"udp","mvel-lm","mvel-lm"
1575,6,"tcp","oraclenames","oraclenames"
1575,17,"udp","oraclenames","oraclenames"
1576,6,"tcp","moldflow-lm","Moldflow License Manager"
1576,17,"udp","moldflow-lm","Moldflow License Manager"
1577,6,"tcp","hypercube-lm","hypercube-lm"
1577,17,"udp","hypercube-lm","hypercube-lm"
1578,6,"tcp","jacobus-lm","Jacobus License Manager"
1578,17,"udp","jacobus-lm","Jacobus License Manager"
1579,6,"tcp","ioc-sea-lm","ioc-sea-lm"
1579,17,"udp","ioc-sea-lm","ioc-sea-lm"
1580,6,"tcp","tn-tl-r1","tn-tl-r1"
1580,17,"udp","tn-tl-r2","tn-tl-r2"
1581,6,"tcp","mil-2045-47001","MIL-2045-47001"
1581,17,"udp","mil-2045-47001","MIL-2045-47001"
1582,6,"tcp","msims","MSIMS"
1582,17,"udp","msims","MSIMS"
1583,6,"tcp","simbaexpress","simbaexpress"
1583,17,"udp","simbaexpress","simbaexpress"
1584,6,"tcp","tn-tl-fd2","tn-tl-fd2"
1584,17,"udp","tn-tl-fd2","tn-tl-fd2"
1585,6,"tcp","intv","intv"
1585,17,"udp","intv","intv"
1586,6,"tcp","ibm-abtact","ibm-abtact"
1586,17,"udp","ibm-abtact","ibm-abtact"
1587,6,"tcp","pra-elmd","pra_elmd
IANA assigned this well-formed service name as a replacement for ""pra_elmd""."
1587,6,"tcp","pra_elmd","pra_elmd"
1587,17,"udp","pra-elmd","pra_elmd
IANA assigned this well-formed service name as a replacement for ""pra_elmd""."
1587,17,"udp","pra_elmd","pra_elmd"
1588,6,"tcp","triquest-lm","triquest-lm"
1588,17,"udp","triquest-lm","triquest-lm"
